chrS	0	32936	2000000	0.016468
chrS	1	27373	2000000	0.0136865
chrS	2	58690	2000000	0.029345
chrS	3	122346	2000000	0.061173
chrS	4	202785	2000000	0.101393
chrS	5	265588	2000000	0.132794
chrS	6	291317	2000000	0.145658
chrS	7	276271	2000000	0.138135
chrS	8	233366	2000000	0.116683
chrS	9	174918	2000000	0.087459
chrS	10	117716	2000000	0.058858
chrS	11	70945	2000000	0.0354725
chrS	12	38694	2000000	0.019347
chrS	13	20060	2000000	0.01003
chrS	14	9616	2000000	0.004808
chrS	15	4255	2000000	0.0021275
chrS	16	2041	2000000	0.0010205
chrS	17	817	2000000	0.0004085
chrS	18	212	2000000	0.000106
chrS	19	82	2000000	4.1e-05
chrS	20	15	2000000	7.5e-06
chrS	21	12	2000000	6e-06
chrS	22	1	2000000	5e-07
chrS	23	2	2000000	1e-06
chrS	24	4	2000000	2e-06
chrS	25	1	2000000	5e-07
chrS	26	2	2000000	1e-06
chrS	27	1	2000000	5e-07
chrS	28	1	2000000	5e-07
chrS	29	1	2000000	5e-07
chrS	30	1	2000000	5e-07
chrS	31	2	2000000	1e-06
chrS	32	3	2000000	1.5e-06
chrS	33	8	2000000	4e-06
chrS	34	2	2000000	1e-06
chrS	36	3	2000000	1.5e-06
chrS	37	2	2000000	1e-06
chrS	39	6	2000000	3e-06
chrS	40	1	2000000	5e-07
chrS	41	6	2000000	3e-06
chrS	42	1	2000000	5e-07
chrS	43	1	2000000	5e-07
chrS	44	1	2000000	5e-07
chrS	45	5	2000000	2.5e-06
chrS	46	5	2000000	2.5e-06
chrS	47	2	2000000	1e-06
chrS	48	5	2000000	2.5e-06
chrS	49	3	2000000	1.5e-06
chrS	50	5	2000000	2.5e-06
chrS	51	8	2000000	4e-06
chrS	52	11	2000000	5.5e-06
chrS	53	24	2000000	1.2e-05
chrS	54	33	2000000	1.65e-05
chrS	55	35	2000000	1.75e-05
chrS	56	44	2000000	2.2e-05
chrS	57	43	2000000	2.15e-05
chrS	58	88	2000000	4.4e-05
chrS	59	79	2000000	3.95e-05
chrS	60	99	2000000	4.95e-05
chrS	61	144	2000000	7.2e-05
chrS	62	180	2000000	9e-05
chrS	63	207	2000000	0.0001035
chrS	64	284	2000000	0.000142
chrS	65	369	2000000	0.0001845
chrS	66	434	2000000	0.000217
chrS	67	482	2000000	0.000241
chrS	68	560	2000000	0.00028
chrS	69	674	2000000	0.000337
chrS	70	681	2000000	0.0003405
chrS	71	712	2000000	0.000356
chrS	72	894	2000000	0.000447
chrS	73	954	2000000	0.000477
chrS	74	1046	2000000	0.000523
chrS	75	1129	2000000	0.0005645
chrS	76	1120	2000000	0.00056
chrS	77	1322	2000000	0.000661
chrS	78	1315	2000000	0.0006575
chrS	79	1378	2000000	0.000689
chrS	80	1382	2000000	0.000691
chrS	81	1528	2000000	0.000764
chrS	82	1588	2000000	0.000794
chrS	83	1517	2000000	0.0007585
chrS	84	1620	2000000	0.00081
chrS	85	1568	2000000	0.000784
chrS	86	1599	2000000	0.0007995
chrS	87	1602	2000000	0.000801
chrS	88	1603	2000000	0.0008015
chrS	89	1597	2000000	0.0007985
chrS	90	1539	2000000	0.0007695
chrS	91	1485	2000000	0.0007425
chrS	92	1529	2000000	0.0007645
chrS	93	1487	2000000	0.0007435
chrS	94	1360	2000000	0.00068
chrS	95	1249	2000000	0.0006245
chrS	96	1193	2000000	0.0005965
chrS	97	1153	2000000	0.0005765
chrS	98	967	2000000	0.0004835
chrS	99	891	2000000	0.0004455
chrS	100	881	2000000	0.0004405
chrS	101	748	2000000	0.000374
chrS	102	686	2000000	0.000343
chrS	103	637	2000000	0.0003185
chrS	104	548	2000000	0.000274
chrS	105	515	2000000	0.0002575
chrS	106	471	2000000	0.0002355
chrS	107	390	2000000	0.000195
chrS	108	298	2000000	0.000149
chrS	109	242	2000000	0.000121
chrS	110	212	2000000	0.000106
chrS	111	210	2000000	0.000105
chrS	112	190	2000000	9.5e-05
chrS	113	187	2000000	9.35e-05
chrS	114	155	2000000	7.75e-05
chrS	115	145	2000000	7.25e-05
chrS	116	101	2000000	5.05e-05
chrS	117	88	2000000	4.4e-05
chrS	118	54	2000000	2.7e-05
chrS	119	72	2000000	3.6e-05
chrS	120	42	2000000	2.1e-05
chrS	121	40	2000000	2e-05
chrS	122	19	2000000	9.5e-06
chrS	123	15	2000000	7.5e-06
chrS	124	32	2000000	1.6e-05
chrS	125	23	2000000	1.15e-05
chrS	126	27	2000000	1.35e-05
chrS	127	16	2000000	8e-06
chrS	128	8	2000000	4e-06
chrS	129	8	2000000	4e-06
chrS	130	3	2000000	1.5e-06
chrS	131	1	2000000	5e-07
genome	0	32936	2000000	0.016468
genome	1	27373	2000000	0.0136865
genome	2	58690	2000000	0.029345
genome	3	122346	2000000	0.061173
genome	4	202785	2000000	0.101393
genome	5	265588	2000000	0.132794
genome	6	291317	2000000	0.145658
genome	7	276271	2000000	0.138135
genome	8	233366	2000000	0.116683
genome	9	174918	2000000	0.087459
genome	10	117716	2000000	0.058858
genome	11	70945	2000000	0.0354725
genome	12	38694	2000000	0.019347
genome	13	20060	2000000	0.01003
genome	14	9616	2000000	0.004808
genome	15	4255	2000000	0.0021275
genome	16	2041	2000000	0.0010205
genome	17	817	2000000	0.0004085
genome	18	212	2000000	0.000106
genome	19	82	2000000	4.1e-05
genome	20	15	2000000	7.5e-06
genome	21	12	2000000	6e-06
genome	22	1	2000000	5e-07
genome	23	2	2000000	1e-06
genome	24	4	2000000	2e-06
genome	25	1	2000000	5e-07
genome	26	2	2000000	1e-06
genome	27	1	2000000	5e-07
genome	28	1	2000000	5e-07
genome	29	1	2000000	5e-07
genome	30	1	2000000	5e-07
genome	31	2	2000000	1e-06
genome	32	3	2000000	1.5e-06
genome	33	8	2000000	4e-06
genome	34	2	2000000	1e-06
genome	36	3	2000000	1.5e-06
genome	37	2	2000000	1e-06
genome	39	6	2000000	3e-06
genome	40	1	2000000	5e-07
genome	41	6	2000000	3e-06
genome	42	1	2000000	5e-07
genome	43	1	2000000	5e-07
genome	44	1	2000000	5e-07
genome	45	5	2000000	2.5e-06
genome	46	5	2000000	2.5e-06
genome	47	2	2000000	1e-06
genome	48	5	2000000	2.5e-06
genome	49	3	2000000	1.5e-06
genome	50	5	2000000	2.5e-06
genome	51	8	2000000	4e-06
genome	52	11	2000000	5.5e-06
genome	53	24	2000000	1.2e-05
genome	54	33	2000000	1.65e-05
genome	55	35	2000000	1.75e-05
genome	56	44	2000000	2.2e-05
genome	57	43	2000000	2.15e-05
genome	58	88	2000000	4.4e-05
genome	59	79	2000000	3.95e-05
genome	60	99	2000000	4.95e-05
genome	61	144	2000000	7.2e-05
genome	62	180	2000000	9e-05
genome	63	207	2000000	0.0001035
genome	64	284	2000000	0.000142
genome	65	369	2000000	0.0001845
genome	66	434	2000000	0.000217
genome	67	482	2000000	0.000241
genome	68	560	2000000	0.00028
genome	69	674	2000000	0.000337
genome	70	681	2000000	0.0003405
genome	71	712	2000000	0.000356
genome	72	894	2000000	0.000447
genome	73	954	2000000	0.000477
genome	74	1046	2000000	0.000523
genome	75	1129	2000000	0.0005645
genome	76	1120	2000000	0.00056
genome	77	1322	2000000	0.000661
genome	78	1315	2000000	0.0006575
genome	79	1378	2000000	0.000689
genome	80	1382	2000000	0.000691
genome	81	1528	2000000	0.000764
genome	82	1588	2000000	0.000794
